,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2019-09-01,1,0,1,0,['agree owen now time fundamentally difficult though might stop commentator become decisive force walk away walk toward legitimate party'],-0.5,Labour,Owen Smith,Stay in EU
2019-09-01,1,0,1,0,['hi scullyp bet disappointed decided split vote bashing fear'],-0.75,Conservative,Paul Scully,Stay in EU
2019-09-01,1,0,1,0,['putting pejorative dangerous insulting language years'],-0.8,Labour,Paula Sherriff,Stay in EU
2019-09-01,2,1,1,0,"['pathetic leadership publisizing benefits eu safeguarding poorest championing draw conclusions now momentum win ge prob foot jeremycorbyn preetkgillmp https', 'libdems far perfect voters given clear commitment will stop will stop everyone wants making certain voting libdems ge single issue many voters jeremycorbyn preetkgillmp https']",0.20476190476190476,Labour Co-operative,Preet Gill,Stay in EU
2019-09-01,2,1,0,1,"['perfect embodiment person benefitted immigration pulled ladder behind', 'brexitard home secretary hereon known priti vacant apropos sex pistols anthem child immigrants discovered end fom personal diktat must abide law https']",0.19999999999999998,Conservative,Priti Patel,Stay in EU
2019-09-01,1,1,0,0,['listening rachaelmaskell make impassioned plea uklabour become party eu working issues care low pay zero hours contracts social care eu work uk parliament stopped'],0.016666666666666666,Labour Co-operative,Rachael Maskell,Stay in EU
2019-09-01,1,1,0,0,['great tweet borisjohnson exactly right thing preserve democracy country support defend attacks undemocratic people hugely biased laurakuenssberg explain benefits'],0.4952380952380953,Conservative,Rachel Maclean,Stay in EU
2019-09-01,1,0,0,1,['campaign contributions go subsumed army permanently katehoeymp rachelreevesmp'],0.0,Labour,Rachel Reeves,Stay in EU
2019-09-01,1,1,0,0,['richardbenyonmp tf say job protect constituency purport serve ve implored desperation longer reasonable protect uk lying pms disregard law impunity ppl'],0.2,Conservative,Richard Benyon,Stay in EU
2019-09-01,2,0,1,1,"['position untenable trained law known prorogation illegal know will know ignorance law defence law people barred practice less', 'borisjohnson removed whip put nation party reminder priority guess justintomlinson robertbuckland will moving tory ladder soon']",-0.3333333333333333,Conservative,Robert Buckland,Stay in EU
2019-09-01,9,3,5,1,"['didn t vote driven conscience facts party labour implemented similar austerity measures nasty explain many fight even personally benefit btw centrists exist sides', 'replies tweet rory hazard guess vast majority ranged polite disagreement exasperated abuse mps hoc continue betray brexit set parliament uk electorate', 'think next forty years prosperity staying eu versus years economic downturn projected brexit far divisive long run better country', 'well said coxie ag cox standing tremendous performance attorney general crushes rorystewartuk cowards thunders stewart pieces truth told last mps blocking superb tour de force borisjohnson', 'absolute common sense pragmatism rorystewartuk argues compromise solves nothing agree add humbly deal put public ballot note pic', 'run time tories sank bills need cunningly stopped parliament sitting new bills passed quicker ways dealing dog mess please know makes sense', 'rory stewart explicitly mp even back saving consequences tories implosion concern supporters will labour green candidates', 'think one adult beverage short case dude needs timeout interweb rorystewartuk thank voting principles least damaging country option wo damage country', 'mps provided solid evidence benefits leaving mps best country follow advisory referendum extremes parties checking options collusion douglascarswell best deal']",0.0998171368861024,Conservative,Rory Stewart,Stay in EU
2019-09-01,2,1,1,0,"['sajidjavid massage ll patently benefit yet trapped rhetoric serve unelected pm clearly unfit public office', 'agreed governments representing million people best way protect peace voting northern ireland somehow undemocratic dysfunctional conservatives little england ca agree']",0.14250000000000002,Conservative,Sajid Javid,Stay in EU
2019-09-01,2,2,0,0,"['today award helen holdsworth persistence making case coherently now courageously explaining voters person many remainernow listened hard great people helen', 'richardbenyonmp tf say job protect constituency purport serve ve implored desperation longer reasonable protect uk lying pms disregard law impunity ppl']",0.3416666666666667,Conservative,Sam Gyimah,Stay in EU
2019-09-01,1,1,0,0,['conscious majority ni voters voted eu membership ni needs bribes westminster'],0.1,Democratic Unionist,Sammy Wilson,Stay in EU
2019-09-01,2,1,1,0,"['today award helen holdsworth persistence making case coherently now courageously explaining voters person many remainernow listened hard great people helen', 'history bot yellow present enables current shit want remain parties']",0.16354166666666667,Conservative,Sarah Wollaston,Stay in EU
2019-09-01,1,0,1,0,['care company snewton derekthomas voted thisevery mp voted knowingly harm vulnerable people deliver catastrophe country nobody voted majority sent libdems polls https'],-0.5,Conservative,Scott Mann,Stay in EU
2019-09-01,1,0,1,0,['fig leaf gull credulous tory mps acquiescence wanted destructive escape eu money laundering regulations growing demand'],-0.6,Conservative,Simon Hoare,Stay in EU
2019-09-01,1,1,0,0,['oh really planning let business visitors move freely october days now look still time vote'],0.30000000000000004,Conservative,Stephen Barclay,Stay in EU
2019-09-01,1,1,0,0,['fantastic join welshlabour colleagues jostevenslabour annamcmorrin vaughangething campaigning finalsaywales today won t intimidated threats lying johnson farage trying drag us deal cliff'],0.15000000000000002,Labour Co-operative,Stephen Doughty,Stay in EU
2019-09-01,8,6,2,0,"['skinnock destroyed trust parliament voters mps made mess now public didn t want referendum certainly dishonest one mention spineless way failed address real issues https', 'deal one now current deal plus schengen plus euro dropping exemptions social chapter seem caused economic damage germany france etc tory govts said cause uk', 'opposition parties refusing general election certain country now million changed mind one take good look will take us', 'worthwhile arrangement caroline show courage public service instead self service see deal group prioritising jobs workers will lose form brexit', 'run time tories sank bills need cunningly stopped parliament sitting new bills passed quicker ways dealing dog mess please know makes sense', 'really disappointing skinnock complete distraction labour now pushing best thing members supporters country us https', 'admire family membership much people benefited now accepting vote takes position', 'means saving job first stephen show courage public service instead self service see deal group prioritising jobs workers will lose form brexit']",0.08336284927194018,Labour,Stephen Kinnock,Stay in EU
2019-09-01,3,1,1,1,"['wishful thinking may hold sway supporters still denial wrong side history made clear volume history english speaking peoples saw s destiny apart western europe', 'stevebakerhw latest noises borisjohnson liking give billion away eu gets everything wants will definitely resign party join need general election', 'put think singing song sheet now']",0.04375000000000001,Conservative,Steven Baker,Stay in EU
2019-09-01,12,4,6,2,"['technically s s problem s mps disregard election manifesto pledges goes hundreds mps across political spectrum tried fool s', 'really saw vote area unless mistaken personally think resign politics', 'three years restraint odd alcohol fuelled outburst ain t bad', 'official policy support whichever party whichever constituency likely deliver clean break eu deeply concerned borisjohnson will tempted political expediency deliver brino better https', 'interested see worse case scenario event suspect much worse either way rejected opportunity probs fta now', 'bbceastenders realdonaldtrump jacquelinemjos russelltovey jeremycorbyn yahoocare mindincroydon twittersupport frontiersupp britain wants brexit war make money arms trade', 'big lie want guard last time terrible wa extention whilst guard will come next wave almost working together share agree https', 'may deal come back life eu deal bought back dead group mps want push voted parliament', 'argument theresa may olly robbins believe mess deliberately lke loathe erg along consistent views theresa may poorly mps voted', 'uklabour taken negotiating power away sent bound hand foot brussels presented binary choice deal stolen democracy fatally wounded country s negotiating position', 'sweep sweep good riddance extreme voters now see years voted mps still delivered part s plan beginning deceive us stay eu https', 'obviously anyone negotiated important business deal already know day agreed eu designed bad deal voted https']",-0.046666666666666655,Conservative,Theresa May,Stay in EU
2019-09-01,2,1,1,0,"['heard mp million want curb immigration stop make fairer including non countries stop spreading lies propaganda regarding hating foreigners', 'another attempt deflect attention matter implementation full law wishes people conservatives timfarron']",0.12499999999999999,Liberal Democrats,Tim Farron,Stay in EU
2019-09-01,3,1,2,0,"['mps main parties stuck fingers electorate vote leave eu mps insulting voters destroying democracy country now using people', 'fig leaf gull credulous tory mps acquiescence wanted destructive escape eu money laundering regulations growing demand', 'complete nonsense fiona bruce perfectly reasonable negotiate best possible brexit believe better option buy used car haggle price doesn t mean re going decide buy trying make something silly']",-0.05871212121212121,Conservative,Tobias Ellwood,Stay in EU
2019-09-01,3,1,1,1,"['subliminal advertising cryptic crosswords will help reach tens new supporters superb work setters https', 've conveniently change title base worse government run damnedest avoid scrutiny run t hide', 'electorate believed told mps parties generation decision honoured ask thomasbrake said campaign']",-0.015909090909090956,Liberal Democrats,Tom Brake,Stay in EU
2019-09-01,1,0,1,0,['final results angry leavers people vote now want lots remain tomtugendhat mandate'],-0.25,Conservative,Tom Tugendhat,Stay in EU
2019-09-01,16,14,2,0,"['time remain defeat extremism well save united kingdom splitting important electoral cycle anything vote', 'share feelings really sad see take pleasure seeing labour implode critical time really needed strong united labour party played hands far right brextrimists', 'sensible uklabour people jumped titanic ship hit iceberg jeremycorbyn fatuous unicorn jobs first sensible ex voter ve joined', 's controlled cronies now core rotten centre uklabour one seriously considering switching vote away incredible tracybrabin another party tears eyes write s time', 'hi tom vote jo trying understand done clear advocate supporting every single mp puts head parapet tom start', 'smr ejected uklabour party will finally made position brexit clear man true patriot european leading whole damn party engineer removal labour will lost vote', 'uklabour failing supporters right back davepiperdj gets different views jonathanarnott chrleft', 'mr mcdonnell johnmcdonnellmp uklabour came points behind general election tactical voting misguided belief come side unless follow advice tom watson wo happen', 'despite leadership continuing attempt argue good ideas new deal reality side swoops way fly gets nicktorfaenmp', 'west bromwich voted leave heavily yet remains steadfast supporter maybe mps learn constituency voted leave mean voters leavers', 'going serve best interests britain walk away labour best deal britain much love jeremycorbyn refuses acknowledge fact', 'looks old trots momentum new purge organise told facts amazing uklabour continually snatches defeat jaws victory proves mangan law british politics', 'quite simply put uklabour go comes ahead referendum say real dereliction duty part jeremycorbyn wise understand coming', 'excellent measured speech asking urging uklabour take clear position brexitbin libdems mrhickmott bestforbritain', 'supporting jeremycorbyn johnmcdonnellmp seumasmilne different borisjohnson want dictators new uklabour leader hilarybennmp yvettecoopermp', 'tom appreciate shift uklabour backed position outset principle leader jeremycorbyn leading party overwhelmingly staying']",0.23144762845849803,Labour,Tom Watson,Stay in EU
2019-09-01,1,1,0,0,['s controlled cronies now core rotten centre uklabour one seriously considering switching vote away incredible tracybrabin another party tears eyes write s time'],0.2833333333333333,Labour Co-operative,Tracy Brabin,Stay in EU
2019-09-01,1,1,0,0,['good one vickyford houseofcommons asking jeremycorbyn changes wa d see though put much effort answering support cause'],0.44999999999999996,Conservative,Vicky Ford,Stay in EU
2019-09-01,1,1,0,0,['joswinson right please don t stray don t let ambition way difference borisjohnson work together win stop fighting vincecable https'],0.5428571428571429,Liberal Democrats,Vincent Cable,Stay in EU
2019-09-01,2,0,1,1,"['small men become despots learned nothing history buck frexit jeremycorbyn yasminqureshimp carolinelucas theresamep bbcbreaking breakingviews scramnewshttps', 'expelled party though jessphillips buck frexit jeremycorbyn yasminqureshimp carolinelucas theresamep bbcbreaking breakingviews scramnewshttps']",-0.25,Labour,Yasmin Qureshi,Stay in EU
2019-09-01,3,1,1,1,"['extremely poor taste comments voters don t accept referendum result blame problems violence unacceptable furling violent rhetoric time now borisjohnson', 'island campbellclaret houseofcommons joswinson oletwinofficial yvettecoopermp will stop believing', 'supporting jeremycorbyn johnmcdonnellmp seumasmilne different borisjohnson want dictators new uklabour leader hilarybennmp yvettecoopermp']",-0.16272727272727278,Labour,Yvette Cooper,Stay in EU
2019-10-01,1,1,0,0,['another rat abandoning ship time guise alanduncanmp wonder standing mps wimping electorate many now'],0.5,Conservative,Alan Duncan,Stay in EU
2019-10-01,1,1,0,0,['expect will change tory alexchalkchelt lib dem mpmwilko voted mr chalk seems interested career constituents views'],0.25,Conservative,Alex Chalk,Stay in EU
2019-10-01,1,0,1,0,['entitled vote cast vote scotland getting lessons hackneyabbott even half scots entitled vote moreover voted leave voted thesnp find difficult grasp figures'],-0.3333333333333333,Scottish National,Alison Thewliss,Stay in EU
2019-10-01,1,0,0,1,['utter nonsense amberruddhr knows given three months will rip deal apart turn lite name alone bound rules influence rules m want'],0.0,Conservative,Amber Rudd,Stay in EU
2019-10-01,2,1,1,0,"['meaningless soundbite meaningless soundbite andreajenkyns skynews care job losses care deal crashing economy care northern ireland give single positive brexit leavers nutshell', 'farage win jackiedp went backing brino deal even got spat andreajenkyns brexiteers accepting diluted form independence let s wait see people want']",-0.008831168831168811,Conservative,Andrea Jenkyns,Stay in EU
2019-10-01,2,1,1,0,"['sadly come expect crew andrealeadsom please stay safe best parliament world laughing stock now', 'unbelievably crass childish straight playbook nation']",0.125,Conservative,Andrea Leadsom,Stay in EU
2019-10-01,1,0,0,1,['hammersmith fulham now referendum according results survey conducted mp hammersmithandy hope re reading greghands kensington fulham kclibdems nicolahorlick'],0.0,Labour,Andy Slaughter,Stay in EU
2019-10-01,2,2,0,0,"['posting supporting suffering supporting bigots', 'excellent news will significant move angelasmithmp libdems remove brexiter tory mp altrincham sale west seat estimated voted https']",0.46875,Liberal Democrats,Angela Smith,Stay in EU
2019-10-01,1,0,0,1,['please protect constituents self harm'],0.0,Scottish National,Angus MacNeil,Stay in EU
2019-10-01,1,1,0,0,['heidi strong voice start one many good cross party mps ve helped raise banner wish best support cross party mps sdoughtymp annamcmorrin'],0.4388888888888889,Conservative,Anna McMorrin,Stay in EU
2019-10-01,5,3,1,1,"['leader party longest loudest support eu explicit election manifesto selling exactly accusing core lds selling', 'ken clarke twitter hope mind tagging surrounding area sure chrislesliemp will appreciate want share support time', 'say us please truly need eu protections present lot', 'o dear wrong got respect british people growing daily see pathetic lot zero respect people even voters respect democracy back borisjohnsonhttps', 'nails responding borisjohnson absolutely right neither eu ni apart dup represent majority people ni voted will agreed proposals arguments']",-0.05158730158730159,Conservative,Anna Soubry,Stay in EU
2019-10-01,1,1,0,0,['conned benhouchen smooth tongue next u b supporting tory boro bankrolled councils stripped bare preston wont admit chunk digital city cash came u guessed eu'],0.14,Labour Co-operative,Anna Turley,Stay in EU
2019-10-01,4,3,1,0,"['forgetting person may matter party member majority wo easy overturn especially remain gone', 'desperation regain whip chance stand official obvious problem seat apostasy norway hard now undermined reputation', 'oo hackles eh properly safely irresponsible people terms legal default don t need guff agreeing deal preclude us leaving s reality', 's pure smoke mirrors s legal obligation secure deal order us leave leave uk must law argument versions deliberate political fallacy used prop fantasy']",0.16559523809523807,Conservative,Antoinette Sandbach,Stay in EU
2019-10-01,1,1,0,0,['s barrygardiner hackneyabbott davidlammy filmed falling asleep want see likewise votes people ok'],0.5,Labour,Barry Gardiner,Stay in EU
2019-10-01,1,1,0,0,['well apart fact wab actually allows deal end needs work anyone consider sensible approach really deals brexit damage best result'],0.39999999999999997,Conservative,Ben Bradley,Stay in EU
2019-10-01,3,2,1,0,"['although believe great mp voters still stinging ge precious vote never used pro expect votes leadership better make crystal clear vote uklabour vote', 'abstaining referendum count vote bloody', 'member party twice voted general election fear second referendum voted demand decider voted ignore benpbradshaw hypocrisy rife https']",0.1642857142857143,Labour,Ben Bradshaw,Stay in EU
2019-10-01,1,0,0,1,['feel freedom part family imprisonment'],0.0,Conservative,Bernard Jenkin,Stay in EU
2019-10-01,42,22,5,15,"['please note pm borisjohnson sajidjavid lesson must learn peterborough brecon radnor vote split parties win pact essential response', 'clear edwardjdavey libdems problem will finding support millions supporters support democracy u will found uk electorate inherently democratic', 'husband ofjo swinson eu cash scandal million eu even declare corrupt couple nerve will lucky lose deposit backboris downing', 'pm borisjohnson now pull bill ge corrupt majority hoc take care incite population country remove physically privileged positions contempt democracy uk electorate will end well', 'wednesday week gain majority parliament ge terms labour will support pv now borisjohnson gets short extention withdrawal agreement bill', 's moved hedge fund london dublin time said profits made london brexit yrs s boss borisjohnson lying duplicitous charlatan fraud hope goes bankrupt', 'best deal eu member special relationship trump usa union will shattered freedom movement taken away us brexit widens gap wealthy poorest nhs', 'whatever happens know good honest people country will always admire respect patience support may feel defeated today far us family friends will never change', 'lot people borisjohnson others think enough try cod instead try cod jerky new shetland order now https', 'voted bj nearest thing chance vote blown bring want democratic house rising hun', 'o dear wrong got respect british people growing daily see pathetic lot zero respect people even voters respect democracy back borisjohnson https', 'coming dominicraab', 'excellent deal s damn long way light years promised outset almost carbon copy one railled weeks ago earlier said british pm accept ve got faces church clock', 'fight far must borisjohnson s deal bad public services looking forward saturday fighting preservation', 's even better deal theresa may agreed fact s worse borisjohnson please s best country leader reforming within s churchill done', 'ironic bang mps constituencies betraying constituents deal now depends duponline mps conspiring borisjohnson betray whole northern ireland voted', 'absolutely incredible music birmingham conservatoire folk group brussels tonight made young british students young vote referendum aren t leaving quietly bbcworld bbcnews bbcpolitics dutaut tes borisjohnson', 'regret dupleader getting lessons manchester borisjohnson economical truth hard border will occur party continues intransigent respect vote majority northern ireland rising', 'borisjohnson hell think going shut now support obviously going disappear overnight will become compliant children will take stop', 'borisjohnson judging quote extract chris aptly sums situation loving mps current parliament hopefully wo parliament much longer continues frustrate resolution', 'politicians may insulate people borisjohnson selfie king denied hearing pic outstanding openess ideas feelings others u wrong borisjohnson backboris', 'even reason even important answers certain legally binding answers assurances borisjohnson shown time time meaningless better yet', 'bbc leading agenda front behalf british people demanding current impact assessment damage leaving', 'guess couldn t account remainers exploring legal routes delay frustrate brexit election delicious let s sweep dross parliament finally functional parliament', 'says borisjohnson regrets flipping s finally seen crappy place will history books marked forever prat', 'thank people decide lied scales now finally starting fall people eyes longer better extension please polls now show clear majority', 'juvenile behaviour many yesterday following borisjohnson s footsteps childish immature total embarrassment', 'uk now blocked proving million marched yesterday last time number marched war hurt world listen people please help us eucopresident european people', 'thank fighting us need help protected tax dodging leavers want brexit help tax dodging immoral investments', 'hear boris said came back prior calling hear say favour cameron came back little change shame observant', 'data come true says lot dire corbyn perhaps borisjohnson lesser two existing main party weasels suspect increasingly year olds prefer party clear policy', 'even ironic bang mps constituencies betraying constituents deal depends mps conspiring borisjohnson betray whole northern ireland voted https', 'love even though don t always agree good read commentary without noise others camps', 'believe word comes', 'utter rubbish borisjohnson crucified sides courts parliament press tv hounding next ge will nothing will voting boris', 'blah blah blah d love hear inspiration tiny tawdry truth fall lips anyhoo ain t happenin', 'notice rhetoric brexit best thing easy deal will force whatever consequences s cult decision anymore brainwashed power driven bad people making bad decisions', 'think borisjohnson s recent tweet sums political landscape one tweet garners likes tweets different mps factions will never succeed don t join together beat brexit nonsense', 'hey borisjohnson s ditch across road ll hold coat', 'another tactic distract public speeches reporting allegation ago kayburley biased journalist', 'borisjohnson clearly lying yet one word chancer believed wants leave agreement anybody crime century man cronies must stopped', 'reading borisjohnson potus realdonaldtrump take general message necessarily technically said meant listen message words gfc freespeech']",0.12587837246928155,Conservative,Boris Johnson,Stay in EU
2019-10-01,1,0,1,0,['yes probably heard time time people want done people say even bothered crap deal now come honest'],-0.10000000000000003,Conservative,Brandon Lewis,Stay in EU
2019-10-01,8,3,1,4,"['drivel last poll comres want leave want stats landslide', 'will never heal seeing livelihood taken away husband fom cancelled friends kids opportunities diminished people becoming poorer whilst gets sold highest bidder', 'healing thousand cuts blunt knife scenario keep hacking away pus filled gash dividing uk deal will best sensible rational advice yi give answer advisory ref', 'big money much stand make personally far right hedge fund price tag selling country constituents party', 'ruining lives preventing people moving parent homes causing instability aside unfair eu gives us power rid never', 'pathetic defensive angry speech needs better arguments bs disgraceful listen sectors economy representatives key industries deal best country', 'last week corfu met woman donny voted leave romanian man acted inappropriate jesus political snowflake', 'yeah solution leads borders place apart will sooner later']",0.20210084033613446,Labour,Caroline Flint,Stay in EU
2019-10-01,11,5,4,2,"['greetings portugal due back tomorrow lost eu citizenship bog standard british citizens thankfully return uk european citizenship intact', 'say us please truly need eu protections present lot', 'well said carolinelucas parliament now must protect environmental standards formulated small measure contributions green meps', 'think anything better illustrates contempt people parliament democracy mp tweeting triumphantly house helped delay implementation referendum result', 'hmmm odd think strongest voices carolinelucas joswinson attendance davidedrew especially uklabour confirmed party mollymep thegreenparty fighting ref', 'thank excellent speech m proud member green party party start stood solidarity eu citizens uk', 'libdems visit eu vince cable others stupid provocative believe britain renegotiate within one govt time fail see idiotic gesture helps', 'heidi strong voice start one many good cross party mps ve helped raise banner wish best support cross party mps sdoughtymp annamcmorrin carolinelucas', 'win option best uk people suggest ideas voting mps assess ideas angles best option jobs economy continuation uk international trade etc eu matter many voted brexit', 'still expect zealots buck frexit jeremycorbyn yasminqureshimp carolinelucas theresamep bbcbreaking breakingviews scramnewshttps', 'anyone know government will forced release proper economic impact assessment boris deal confirmation report will cost around per person per year begs question']",0.17578125000000003,Green  of England and Wales,Caroline Lucas,Stay in EU
2019-10-01,2,2,0,0,"['labour party labour party uklabour socialist party booms ianlaverymp fantastic rally inspiring passionate contributions laurapidcockmp laurendingsdale chionwurah https', 'labour party labour party uklabour socialist party booms ianlaverymp fantastic rally inspiring passionate contributions laurapidcockmp laurendingsdale chionwurah https']",0.2833333333333333,Labour,Chi Onwurah,Stay in EU
2019-10-01,1,1,0,0,['ken clarke twitter hope mind tagging surrounding area sure chrislesliemp will appreciate want share support time'],0.5,Others,Chris Leslie,Stay in EU
2019-10-01,1,1,0,0,['good question borisjohnson asking changed pm take f business current one'],0.35,Labour,Christian Matheson,Stay in EU
2019-10-01,5,4,0,1,"['great team cities london westminster chukaumunna evening encouraging responses people incredibly fed boris johnson s terrible totally win constituency libdems', 'family stage actual junta enable along pursuit exiting eu come towards now order steal votes ge', 'pleeeease far disinformation camp', 'make unprecedented shift umpteen mps oh wait many now going make chuka rt labour running', 'gnu includes mps come every position broad spectrum one characterise enemy']",0.30694444444444446,Labour,Chuka Umunna,Stay in EU
2019-10-01,2,1,0,1,"['let put things perspective openbritainshrp coaches packed supporters march others went wrexhamforeu gwyneddewrop independently voices heard', 'using definition wouldn t overseas powers didn t ask govt veto request govt extension certainly don t want kind interference now']",0.2714285714285714,Conservative,Daniel Kawczynski,Stay in EU
2019-10-01,1,0,0,1,['jeremycorbyn uklabour will vote will disenfranchise students didn t want different election now want thangammp darrenpjones kerrymp karinsmyth'],0.0,Labour,Darren Jones,Stay in EU
2019-10-01,1,1,0,0,['hmmm odd think strongest voices carolinelucas joswinson attendance davidedrew especially uklabour confirmed party mollymep thegreenparty fighting ref'],0.07777777777777779,Labour Co-operative,David Drew,Stay in EU
2019-10-01,20,13,2,5,"['thanks david norf', 'general election well seem scared allow one labour jeremycorbyn tuesday deal eu law will always table business uncertainty deadlock dither delay labour party', 'will work argument labour look remainernow remainutd unitetoremain bestforbritain explain tactical voting', 'true enough davidlammy stated seem enjoy evolutionary success others amazed managed go opposable thumb stage straight', 's barrygardiner hackneyabbott davidlammy filmed falling asleep want see likewise votes people ok', 'think better concentrate getting finances sorted go pan way changing party ploy votes back lds davidlammy telling ppl now make mind', 'davidlammy correct withdrawal eu start will done johnson claims will years trade negotiations follow quickest surest way end mps https', 'family stage actual junta enable along pursuit exiting eu come towards now order steal votes ge', 'mandates load load lies camp leaflets spouting rubbish couldnt even sway crowd dress third want keep voting win', 'morning vote done everything delay disrupt bastardize pervert vote now say need another vote disrupted bastardized perverted original vote go figure', 'libdems visit eu vince cable others stupid provocative believe britain renegotiate within one govt time fail see idiotic gesture helps', 'brilliant party finally admitting harden remainers admitting ignoring votes million voters voted horses mouth labour liars', 'force fed bull shit brexitania living happily eu', 'please david make stop great deal part eu shape eu future direction nothing gained leaving kindness compassion brexit', 'rubbish polls show biggest support beat lent power temporarily people government constitutional right give away must returned intact term', 'wife voted totally agrees question asked now vote wishes stop accept vote neutral eu eurocrats hates infexible bullies', 'infer unrepresentative commercial poll britain vote really even voter find attempts set aside result referendum voters misled stupid patronising ultimately undemocratic', 'undemocratic pass deal without seeking country t honest admit don t want country asked confirmation think answer will https', 'proud attending coach hull east riding', 'majority want opposing flip flopped election campaign letting millions voters forgetting concocted upset voters']",0.16432411674347155,Labour,David Lammy,Stay in EU
2019-10-01,2,1,1,0,"['point statistics instead sheep voter id used strip vote away people usa specifically likely vote democrat will target poor left poc', 'jeremycorbyn listening tories house commons today evident many far removed reality may safe secure ivory towers remember brexit will negatively affect normal working person']",0.12,Labour,Dawn Butler,Stay in EU
2019-10-01,11,7,3,1,"['another party consistent agenda didn t different answer every mp including leader might better position criticise standing parli sq sworn head hackneyabbott support us', 'wants clarity uk considering deadline extension uklabour labourlist peoplesmomentum jeremycorbyn hackneyabbott ianlaverymp emilythornberryhttps', 's barrygardiner hackneyabbott davidlammy filmed falling asleep want see likewise votes people ok', 'now compare yr old son put fanatics', 'entitled vote cast vote scotland getting lessons hackneyabbott even half scots entitled vote moreover voted leave voted thesnp find difficult grasp figures', 'great speech hackneyabbott parliament sq standing standing', 'will never vote conservatives big business voters think deal exit eu disaster wait uklabour led comrade jeremycorbyn hackneyabbott johnmcdonnellmp power really fuck things', 'libdems right jeremy corbyn brexiter supported leaving start supported tory agenda voted bill cash john redwood never leader know won t put country first', 'ld mps will corbyn majority know electioneering heomoraging moderate left votes lds stop johnson tories accept coalition parties', 'interesting see backing parties polling parties leovaradkar taking maths lessons uklabour s human abacus hackneyabbott believes uk wants eu leovaradkar hint', 'fake news present position knows gets numbers pretends order discredit way tries steal position even though still trolls tweeting']",0.09138321995464851,Labour,Diane Abbott,Stay in EU
2019-10-01,3,1,1,1,"['coming dominicraab', 'way britain move forward positive way dominicraab great deal ordinary british people protection exploitation chums', 'lawyer grieving parents re us diplomat car accident tells foreign sec dominicraab doesn t know arse elbow raab brexit secretary frightening isn t']",0.0074675324675324796,Conservative,Dominic Raab,Stay in EU
2019-10-01,1,0,0,1,['thank ve come ayrshire join'],0.0,Scottish National,Dr Philippa Whitford,Stay in EU
2019-10-01,1,1,0,0,['choice wokingham voters voted next general election delusional zealot redwood rational drphillipleemp wants uk wokingham increasingly looking good bet libdems gain conservatives https'],0.2375,Liberal Democrats,Dr Phillip Lee,Stay in EU
2019-10-01,3,2,0,1,"['clear edwardjdavey libdems problem will finding support millions supporters support democracy u will found uk electorate inherently democratic', 'yes tell borisjohnson actually take us eu october u will kneel beg forgiveness nastiness deal jo swinson taking mm eu begging give us deal https', 'jeremy corbyn supports edwardjdavey providing summary local campaign right find back candidate party visiting']",0.07714285714285715,Liberal Democrats,Edward Davey,Stay in EU
2019-10-01,2,2,0,0,"['exports go listed leaving sheer madness https aside anything say already export us cars bn bn us facts right please', 'control meps eu council giving us way many trade deals done position strength customs union better crap deal though']",0.09714285714285711,Conservative,Elizabeth Truss,Stay in EU
2019-10-01,1,1,0,0,['wants clarity uk considering deadline extension uklabour labourlist peoplesmomentum jeremycorbyn hackneyabbott ianlaverymp emilythornberry https'],0.2,Labour,Emily Thornberry,Stay in EU
2019-10-01,1,1,0,0,['well done hunting tweet former remainer find plenty opposite view actual movement btw will win next referendum hands'],0.16,Conservative,Esther McVey,Stay in EU
2019-10-01,1,0,0,1,['solve anything question ve voted leave s remain third nonsense terrified'],0.0,Labour,Geraint Davies,Stay in EU
2019-10-01,1,1,0,0,['honest account phil birmingham voted leave protest vote david cameron tories now wants vote read remainernow story pmpmagtoday https'],0.4,Labour,Gloria De Piero,Stay in EU
2019-10-01,1,0,0,1,['train packed gregclarkmp'],0.0,Conservative,Greg Clark,Stay in EU
2019-10-01,4,3,0,1,"['sure comes ll anything already wrecked uk constitution either emasculates point s abandoned worse b greatly facilitates rejoining credible case national level helps big companies', 'hammersmith fulham now referendum according results survey conducted mp hammersmithandy hope re reading greghands kensington fulham kclibdems nicolahorlick', 'read greghands read moral compass majority constituents must press preservation rights eu ffs simply rabbit hole alive wonderland unicorns fiction https', 'greghands says people ire important well load balls arrogant bombastic mp chelsea deems take ni eu will people voted']",0.20000000000000004,Conservative,Greg Hands,Stay in EU
2019-10-01,4,2,2,0,"['push needs validated choice country leading fought clear lines illegality fraud nice change eh', 'totally agree promises brexit campaigners back even referendum come naught time fight harder country union citizens', 'trust will reject deal even worse last one protect us madman running country', 'heidi strong voice start one many good cross party mps ve helped raise banner wish best support cross party mps sdoughtymp annamcmorrin']",0.21794871794871792,Conservative,Heidi Allen,Stay in EU
